Examplar Code,Book Title,Author ID,Author Name,Stock,Borrowed,Available,Category,BookYear
1366,"Chemical Engineering, Volume 2: Particle Technology and Separation Processes",525,Sara Young,2,2,0,General Knowledge,1989
1370,Transport Phenomena,526,Benjamin Martinez,4,4,0,General Knowledge,2022
1372,"Body, Memory, and Architecture",527,Jamal Foster,2,2,0,Architecture,1998
1374,Chambers for a Memory Palace,528,Alice Thompson,3,3,0,General Knowledge,1985
1376,Modern Architecture: A Critical History,529,Maeve Cruz,2,2,0,Architecture,2006
1378,Introduction to Chemical Engineering: Tools for Today and Tommorow,530,Violet Clark,9,9,0,General Knowledge,2020
1382,"Principles of Chemical, Biochemical and Engineering Thermodynamics",531,Ulysses White,1,1,0,General Knowledge,2005
1389,What Went Wrong?: Case Histories of Process Plant Disasaters and How They Could Have Been Avoided,532,Willow Fisher,1,1,0,General Knowledge,2011
1390,Architecture and You: How to Experience and Enjoy Buildings,533,Xavier Harris,2,2,0,Architecture,2004
1395,Chemistry: The Central Science,534,Tobias Turner,3,3,0,General Knowledge,1989
1397,Chemical Engineering: An Introduction,535,Helena Cooper,4,4,0,General Knowledge,2004
1398,Introduction to Chemical Engineering Thermodynamics,536,Francisca Gray,5,5,0,General Knowledge,2018
1400,Chemical Engineering Fluid Mechanics,537,Quentin Patterson,4,4,0,General Knowledge,1990
1402,Principles and Applications of Electrical Engineering,538,Victor Kelly,3,3,0,General Knowledge,2021
1404,Basic Concepts in Pharmacology: What You Need to Know for Each Drug Class,539,David Lin,2,2,0,General Knowledge,2004
1408,"Story of Architecture, The",540,Uma Jenkins,1,1,0,Architecture,2008
1409,Linear Algebra and its Applications,541,Ximena King,2,1,1,General Knowledge,2023
1410,Linear Algebra,542,Ralph Yang,4,4,0,General Knowledge,2007
1411,When Life is Linear: From Computer Graphics to Bracketology,543,Zachary Jenkins,1,1,0,General Knowledge,2003
1412,Introduction to Linear Algebra,544,Wendy Morgan,2,2,0,General Knowledge,1980
1413,Calculus Made Easy,545,Pauline Long,3,3,0,General Knowledge,2010
1415,Calculus,546,Bryce Thomas,9,9,0,General Knowledge,2020
1416,Thomas' Calculus,547,Zane Patterson,7,7,0,General Knowledge,2009
1418,"Membangun Wawasan Dunia Kristen = Building a Christian Worldview, Volume 2: Alam Semesta, Masyarakat, dan Etika",548,Julia Foster,1,1,0,General Knowledge,2020
1420,Diselamatkan oleh Anugerah = Saved by Grace,549,Xavier Agyeman,1,1,0,General Knowledge,2013
1421,Apa yang Sebenarnya Alkitab Ajarkan Mengenai Homoseksualitas?,550,Wendy Kelly,2,2,0,Technology,2023
1422,Musuh dalam Diriku = The Enemy Within,551,Eliana Newton,4,4,0,General Knowledge,1999
1424,Pergumulan Mengerti Kehendak Allah: Tafsiran Kitab Habakuk,552,Violet King,2,2,0,General Knowledge,2005
1426,Kebiasaan Akal Budi: Kehidupan Intelektual Sebagai Sebuah Panggilan Kristen,553,Ulysses Taylor,2,2,0,Technology,2017
1438,Dasar Pendidikan Kristen = Foundations of Christian Education,554,Hector Jenkins,2,2,0,General Knowledge,1997
1439,Kematian yang Menghidupkan = The Death of Death of Christ,555,Lily Adams,1,1,0,General Knowledge,1981
1444,David Brainerd: Misionaris Bagi Suku Indian Amerika = Five Pioneer Missionaries,556,Raj Rogers,1,1,0,Technology,2007
1447,Mutiara Kehidupan Kristen = Golden Booklet of the True Christian Life,557,Sara Foster,1,1,0,General Knowledge,2008
1448,Doktrin yang Sulit Mengenal Kasih Allah = The Difficult Doctrine of the Love of God,558,Diego Newton,1,1,0,General Knowledge,2013
1450,Cornelius Van Til: Suatu Analisis terhadap Pemikirannya = Cornelius Van Til: An Analysis of His Thought,559,Sara Foster,2,2,0,General Knowledge,2010
1454,Apakah Otak yang Dipersalahkan? = Blame it on the Brain?,560,Francisca Davidson,4,4,0,Technology,2009
1460,"Teologi Sistematika, Volume 6: Doktrin Akhir Jaman = Systematic Teology",561,Hector Crawford,1,1,0,General Knowledge,1995
1461,Dirancang Bagi Kemuliaan = For Dignity,562,George Bennett,1,1,0,General Knowledge,2020
1462,Bersama Calvin di dalam Teater Allah: Kemuliaan Kristus,563,Yasmin Gonzalez,1,1,0,General Knowledge,1980
1467,Depresi: Memandang Melampaui Kegelapan yang Sulit Ditaklukkan = Depression: A Stubborn Darkness-Light for the Path,564,Pauline White,10,9,1,General Knowledge,1985
1473,Gerakan Reformed Injili: Apa? dan Mengapa?,565,Francisca Martinez,1,1,0,General Knowledge,1982
1476,Ceramah-Ceramah Mengenai Calvinisme = Lectures on Calvinism,566,Ximena Rogers,5,5,0,Technology,2015
1477,Kedaulatan Allah,567,Monica Jenkins,2,2,0,General Knowledge,2010
1499,Warisan John Calvin: Pengaruhnya di Dunia Modern = Legacy of John Calvin: His Influence on the Modern World,568,Kiera Lewis,1,1,0,General Knowledge,2005
1504,Apa yang Anda Harapkan?: Menebus Realitas Pernikahan = What Did You Expect? Reedeming the Realities of Marriage,569,Zara Crawford,3,2,1,General Knowledge,1989
1505,9 Tanda Gereja yang Sehat = 9 Marks of a Healthy Church,570,Cynthia Newton,1,1,0,Health,2023
1506,Mari Berdoa: Sebuah Simposium Mengenaik Doa yang Ditulis oleh Para Pengkhotbah dan Theolog Terkemuka = Let Us Pray,571,Isaac Yang,4,4,0,Technology,2003
1507,Mendambakan Makna Diri = The Hunger for Significance,572,Claire Fisher,4,4,0,General Knowledge,1992
1508,Pendidikan Kristen,573,Anya Perez,2,2,0,General Knowledge,1987
1509,Ditetapkan untuk Menghasilkan Buah: Tafsiran Sebagai Bahan Renungan dari Yohanes 13 - 17,574,Kofi Cooper,1,1,0,Technology,1981
1510,Melakukan Hal-Hal Sulit: Pemberontakan Remaja Melawan Ekspetasi yang Rendah = Do Hard Things,575,Cynthia Nakashima,4,4,0,General Knowledge,2004
1514,Ready Bread,576,Omar Torres,1,1,0,General Knowledge,2019
1515,Apa Pendapat Anda Tentang Saya? Mengapa? Saya Peduli?: Jawaban untuk Pertanyaan-Pertanyaan Besar Tentang Kehidupan = What Do You Think of Me? Why Do I Care?,577,Tarek Cruz,6,6,0,General Knowledge,1989
1519,"John Calvin: Sebuah Hati untuk Ketaatan, Doktrin, dan Puji-Pujian = John Calvin: A Heart for Devotion, Doctrine, and Doxicology",578,Gregory Torres,1,1,0,General Knowledge,2001
1520,John G. Paton: Misionaris Salib,579,Carmen Carter,2,2,0,General Knowledge,2004
1521,Dosa-Dosa Spektakuler: Dan Tujuan Globalnya Bagi Kemuliaan Kristus = The Spectacular Sins: And Their Global Purpose in the Glory of Christ,580,Grace Lewis,2,2,0,General Knowledge,1991
1524,"Apakah Ada Makna dalam Teks Ini? = Is There a Meaning in This Text? The Bible, The Reader, and The Morality of Literary Knowledge",581,Ralph Hughes,1,1,0,General Knowledge,2014
1526,"Awe: Why it Matters for Everything We Think, Say, and Do",582,Ingrid Walker,1,1,0,General Knowledge,2007
1527,Lead: 12 Gospel Principles for Leadership in the Church,583,Piper Flores,2,2,0,Leadership,1993
1528,Penginjilan dan Kedaulatan Allah = Evangelism and Sovereignty of God,584,Oliver Murphy,1,1,0,General Knowledge,2022
1532,Tulip: Lima Pokok Calvinisme,585,Oliver James,4,4,0,General Knowledge,2004
1534,Mulailah di Sini: Melakukan Hal-hal Sulit di Mana pun Kamu Berada,586,Claire Perez,3,3,0,Technology,2018
1536,Hati yang Dipersembahkan kepada Allah = A Heart for God,587,Raj Young,1,1,0,General Knowledge,2019
1537,"Aku, Diriku, dan Kebajikan: Mengenal Diri dan Menjadi Bajik",588,Julia Fisher,3,3,0,General Knowledge,1999
1539,Ajarlah Kami Bertumbuh: Refleksi Atas Surat 1 Korintus,589,Derek Hill,3,3,0,General Knowledge,2001
1540,50 Lukisan Agung dan Makna di Dalamnya,590,Raya Patterson,16,15,1,General Knowledge,1990
1544,Berpola Pikir Rohani = The Banner of Truth Trust,591,Diego Romanov,1,1,0,General Knowledge,1982
1546,Orang Berdosa di Tangan Allah yang Murka = Sinners in the Hands of an Angry God,592,Sara King,1,0,1,General Knowledge,2010
1548,Ketetapan Hati dan Nasihat Bagi Petobat Muda = Resolutions And Advice to Young Converts,593,Tania Gibson,6,6,0,General Knowledge,1991
1552,"Biologi, Jilid 1 = Biology",594,Oscar Lopez,7,7,0,General Knowledge,1983
1554,"Biologi, Jilid 3 =  Biology",595,Diego Cooper,7,7,0,General Knowledge,2013
1558,Pengantar Teknologi Bioproses,596,Carmen Lopez,3,3,0,General Knowledge,1997
1559,Biologi Molekular,597,Yana Ward,3,3,0,General Knowledge,1996
1561,Biokimia: Teknik Penelitian,598,Valerie Mitchell,5,5,0,General Knowledge,2017
1563,Biologi Molekular: Prinsip Dasar Analisis,599,Kara McCarthy,5,5,0,General Knowledge,2004
1567,"Menemukan Kebenaran: Lima Prinsip untuk Menyingkapkan Topeng Atheisme, Sekularisme, dan Pengganti-Pengganti Allah Lainnya = Finding Truth: 5 Principles for Unmasking Atheism, Secularism, and Other God Substitutes",600,Landon Morgan,2,2,0,Technology,1996
1570,Biology: A Global Approach,601,Wendy Hughes,14,14,0,General Knowledge,1989
1572,Teori dan Soal-soal Kalkulus Lanjut = Advanced Calculus,602,Sophia Rossetti,2,2,0,General Knowledge,2005
1573,"Rangkaian Listrik, Jilid 2 = Engineering Circuit Analysis",603,Xavier Ruiz,2,2,0,Technology,1986
1574,"Sinyal dan Sistem, Jilid 1 = Signals and Systems",604,Sara Owens,2,2,0,General Knowledge,1996
1575,Komunikasi dan Jaringan Nirkabel = Wireless Communications and Networks,605,Zane Williams,1,1,0,General Knowledge,2001
1577,Dasar-dasar Teknik Listrik = Basic Electricity,606,Helena Reed,1,1,0,General Knowledge,2003
1578,"Rangkaian Listrik, Jilid 1 = Engineering Circuit Analysis",607,Noah Torres,5,5,0,Technology,1992
1579,Dasar-Dasar Perencanaan Ruang = Space Planning Basics,608,Tania Cooper,5,5,0,General Knowledge,1983
1581,Marketing 4.0: Bergerak dari Tradisional ke Digital = Marketing 4.0: Moving From Traditional to Digital,609,Ximena Jenkins,2,2,0,General Knowledge,1987
1584,"Dikejutkan oleh Allah: Kekecewaan, Rasa Sakit, dan Kebaikan Allah yang Tidak Dapat Dikurangi = Blindsided by God",610,Marco Lin,1,1,0,Technology,1997
1587,Stop Iming-iming: Merebut Kembali Pelayanan Kaum Muda dari Dunia Entertainmen = Giving Up Gimmicks: Reclaming Youth Ministry From an Entertaiment Culture,611,Samir Nakashima,2,2,0,Technology,1994
1588,Penderitaan dan Kedaulatan Allah = Suffering and the Sovereignty of God,612,Anya Patterson,2,2,0,General Knowledge,2019
1589,Pemberontak yang Diselamatkan: Sebuah Panduan Bagi Siswa Kepada Theologi Reformed = Rebels Rescued: A Student's Guide to Reformed Theology,613,Lily Edwards,1,1,0,General Knowledge,2012
1590,Allah Sedang Berkarya: Tanda-tanda Kebangunan Rohani Sejati = God At Work: Sign of True Revival,614,Willow Rossetti,2,2,0,General Knowledge,2005
1592,Mendambakan Allah = Desiring God,615,Yusuf Martinez,1,1,0,General Knowledge,2008
1596,PDM 1: Pelayan yang Beriman,616,Kofi Fisher,1,1,0,General Knowledge,2012
1604,PDM 4: Pelayan yang Berdukacita,617,Uma Lin,1,1,0,General Knowledge,2006
1607,PDM 5: Pelayan yang Mengasihani Diri,618,Valerie Reilly,1,1,0,General Knowledge,1989
1618,PDM 8: Pelayan yang Berkorban,619,Uma Taylor,2,2,0,General Knowledge,1986
1621,PDM 9: Kebahagiaan Yudas,620,Piper Scott,2,2,0,General Knowledge,2003
1623,PDM 12: Pergumulan Seorang Pelayan,621,Kofi Watson,3,3,0,General Knowledge,1987
1629,Material Matters: Architecture and Material Practice,622,Felix Butler,1,1,0,Architecture,1989
1630,Elementary Linear Algebra,623,Claire Scott,6,6,0,General Knowledge,2013
1631,Bercerita dengan Data: Panduan Visualisasi Data untuk Bisnis = Storytelling with Data: A Data Visualization Guide for Business Profesional,624,Eliana Patterson,4,3,1,General Knowledge,1998
1632,Pemulihan Ciptaan = Creation Regained,625,Walter Edwards,1,1,0,Technology,2017
1633,"Chronicles of Narnia: The Magician's Nephew, Book 1",626,Omar Powell,9,9,0,General Knowledge,1986
1634,"Chronicles of Narnia, The: The Lion the  Which and the Wardrobe, Book 2",627,Aaliyah Phillips,4,4,0,General Knowledge,1980
1635,"Chronicles of Narnia, The: The Horse and His Boy, Book 3",628,Derek Flores,3,3,0,General Knowledge,2012
1636,"Chronicles of Narnia, The: Prince Caspian, Book 4",629,Kiera Cooper,1,1,0,General Knowledge,1980
1637,"Chronicles of Narnia, The: The Voyage of the Dawn Treader, Book 5",630,Felix Patterson,2,2,0,General Knowledge,1998
1638,"Chronicles of Narnia, The: The Silver Chair, Book 6",631,Jamal Cooper,2,2,0,Technology,2015
1639,"Chronicles of Narnia, The: The Last Battle. Book 7",632,Ximena Newton,1,1,0,General Knowledge,2016
1640,Prinsip-prinsip Menyusun Kuesioner,633,Wendy Lopez,1,1,0,General Knowledge,2019
1641,Pengantar Analisis dan Desain Programmable Logic Controller: Dilengkapi Kasus Proses Kombinasional dan Sekuensial,634,Sara Cooper,2,2,0,Technology,2021
1643,Arsitektur Tropis Nusantara: Rumah Tropis Nusantara Kontemporer,635,Xavier Flores,2,2,0,General Knowledge,2001
1644,Dasar-Dasar Kultur Jaringan Tumbuhan,636,Quentin Agyeman,2,2,0,General Knowledge,1998
1646,Strategi Penulisan Artikel Ilmiah,637,Samir Lin,1,1,0,General Knowledge,1982
1647,Teknologi Pengemasan dan Penyimpanan,638,Ralph Wright,1,1,0,General Knowledge,1981
1648,Bumi yang Lestari: Kajian Literatur dan Empiris tentang Perencanaan Pembagunan Berkelanjutan Skala Makro - Mikro,639,Aaliyah Nakashima,2,2,0,General Knowledge,2006
1650,Kewirausahaan,640,Jamal Bailey,1,1,0,General Knowledge,2007
1653,Mikroorganisme dan Pemanfaatannya,641,Uma Green,4,4,0,General Knowledge,1996
1655,Aplikasi Spreadsheet untuk Perhitungan Teknik Kimia Sederhana,642,Xavier Owens,5,5,0,General Knowledge,1997
1656,Vitamin D dan Autoimunitas,643,Claire Bailey,1,1,0,General Knowledge,2000
1660,Desain dan Analisis Eksperimen untuk Rekayasa Kualitas,644,Carmen Perez,1,1,0,Technology,1988
1666,Pemrograman MATLAB untuk Pengolahan Citra Digital: Studi Kasus Sistem Pemantau Ruangan Pengganti CCTV,645,George Phillips,1,1,0,General Knowledge,1994
1668,Teknik Perlakuan Limbah Gas Hasil Bakar Industri,646,Landon Harris,1,1,0,General Knowledge,2004
1669,Sistem Basis Data,647,Pauline Flores,2,2,0,General Knowledge,2017
1671,Teknik Pengolahan Limbah Padat,648,Farah Williams,2,2,0,General Knowledge,2012
1673,Mekanika Tanah Dasar,649,Aaliyah James,2,2,0,General Knowledge,2011
1674,Buku Ajar: Data Mining,650,Xander Harris,4,4,0,General Knowledge,2006
1675,Logika dan Teori Himpunan,651,Felix Morgan,3,3,0,General Knowledge,2011
1678,Pejalan Kaki: Riwayatmu Dulu dan Kini,652,Piper Price,2,2,0,General Knowledge,2006
1680,Aljabar Linear Elementer,653,David Newton,2,2,0,General Knowledge,1981
1685,Genetika Mendel: Prinsip Dasar Pemahaman Ilmu Genetika,654,Raj Gibson,2,2,0,General Knowledge,2004
1686,Penentuan Seismisitas dan Tingkat Risiko Gempa Bumi,655,Lily Long,1,1,0,General Knowledge,1989
1687,Komunikasi dalam Kepemimpinan Organisasi,656,Harriet Cooper,1,1,0,General Knowledge,2012
1690,Buku Ajar: Etik Penelitian Kesehatan,657,Nadia Lin,1,1,0,General Knowledge,2002
1696,Ilmu Jamur (Mikologi),658,Lamar Jenkins,1,1,0,General Knowledge,1988
1701,Sarapan Pagi dan Produktivitas,659,Anya Jordan,1,1,0,General Knowledge,1984
1703,Bioenergi dan Biorefinery,660,Sara Rossetti,2,2,0,General Knowledge,2007
1704,Daya Dukung dan Daya Tampung untuk Pengelolaan Lingkungan,661,Piper Rossetti,1,1,0,General Knowledge,2016
1710,Arsitektur Masyarakat Agraris dan Perkembangannya,662,Oliver Reilly,2,2,0,General Knowledge,1994
1711,Rempah untuk Pangan dan Kesehatan,663,Tania Sanders,1,1,0,General Knowledge,2000
1713,Kimia Analisa Dasar untuk Analisis Kualitatif,664,Xander Ross,3,3,0,General Knowledge,1985
1714,Pengantar Teori Modul,665,Gregory Davidson,1,1,0,General Knowledge,1986
1715,Teknologi Pengolahan Limbah Agroindustri,666,Raya Green,2,2,0,General Knowledge,2022
1716,Buku Ajar: Panduan Penyelidikan Lapangan Hidrogeologi,667,Quentin Reed,1,1,0,General Knowledge,2004
1717,Teknologi Bioproses,668,Cynthia Reed,1,1,0,General Knowledge,1988
1719,Penyelesaian Soal OSN Pertamina Bidang Fisika,669,Gregory Gibson,1,1,0,Technology,2008
1721,Administrasi Sistem Server Berbasis Linux,670,Priya Lopez,1,1,0,General Knowledge,2014
1723,"Dasar Teknik Elektro: Rangkaian Listrik, Jilid 1",671,Claire Bailey,3,3,0,Technology,2010
1724,Ergonomi untuk Pemula: Prinsip Dasar dan Aplikasinya,672,Ralph Rossetti,1,1,0,General Knowledge,2007
1726,Kimia Fisik Pangan,673,Zachary Patel,1,1,0,General Knowledge,1994
1730,Perlakuan Fisiko-Kimia Limbah Cair Industri,674,Ingrid Young,2,2,0,Technology,2008
1732,Teknologi Pengolahan dan Pengawetan Telur,675,Quentin Coleman,1,1,0,General Knowledge,1984
1733,"Kimia Dasar: Prinsip-Prinsip dan Aplikasi Modern, Jilid 1 = General Chemistry: Principles and Modern Applications",676,Landon Evans,11,11,0,General Knowledge,2022
1736,"Kimia Dasar: Konsep-Konsep Inti, Jilid 1 = General Chemistry: The Essential Concepts",677,Helena Howard,7,7,0,General Knowledge,2003
1737,"Kimia Dasar: Konsep-Konsep Inti, Jilid 2 = General Chemistry: The Essential Concepts",678,Ingrid Evans,3,3,0,General Knowledge,1984
1738,"Glance Kimia Organik, At a = Organic Chemistry At a Glance",679,Raj Patterson,6,6,0,General Knowledge,1980
1742,Analisis Kimia Kuantitatif = Quantitative Analysis,680,Claire Murphy,3,3,0,General Knowledge,2010
1746,Kimia Organik = Organic Chemistry,681,Willow King,33,32,1,General Knowledge,2004
1749,Bioenergetika,682,Lamar White,2,2,0,General Knowledge,2015
1751,"Kimia Dasar: Prinsip-Prinsip dan Aplikasi Modern, Jilid 2 = General Chemistry: Principles and Modern Applications",683,Ralph Rogers,5,5,0,General Knowledge,2016
1757,"Kimia Dasar: Prinsip-Prinsip dan Aplikasi Modern, Jilid 3 = General Chemistry: Principles and Modern Applications",684,Harriet Cruz,2,2,0,General Knowledge,2005
1759,Bangunan Tropis = Tropenbau Building in the Tropics,685,Nadia Lopez,3,3,0,General Knowledge,1991
1762,"Teknik Jalan Raya, Jilid 1 = Highway Engineering",686,Aaliyah Howard,1,1,0,General Knowledge,1983
1764,"Termodinamika Teknik, Jilid 1 = Fundamentals of Engineering Thermodynamics",687,Gregory Price,1,1,0,General Knowledge,2006
1765,"Mekanika Fluida, Jilid 2 = Fundamentals of Fluid Mechanics",688,Nia Perez,2,2,0,General Knowledge,2000
1769,Toleransi Geometris: Referensi Praktis Membuat dan Membaca Gambar Teknik Sesuai Standar ISO = The Geometrical Tolerancing Desk Reference,689,Farah Nakashima,3,3,0,Technology,1987
1770,Termodinamika Teknik = Thermodynamics for Engineers,690,Victor Cook,1,1,0,General Knowledge,1994
1773,"Architecture of Immanence, An: Architecture for Worship and Ministry Today",691,Tarek Reed,3,3,0,Architecture,1988
1775,Where Mortals Dwell: A Christian View of Place for Today,692,Blake Rogers,3,3,0,General Knowledge,2019
1777,Biology: The Study of Life From a Christian Worldview,693,Samir Simmons,5,5,0,General Knowledge,2021
1780,Introduction to Material and Energy Balances,694,Uma McCarthy,3,3,0,General Knowledge,2022
1783,"Chemical Engineering, Volume 1: Fluid Flow, Heat Transfer and Mass Transfer",695,Priya Rossetti,4,4,0,General Knowledge,2018
1785,Unit Operations of Chemical Engineering,696,Monica Jenkins,5,5,0,General Knowledge,2001
1787,Organic Chemistry,697,Willow Jenkins,9,9,0,General Knowledge,2001
1789,Fluid Mechanics for Chemical Engineers,698,Kara Brooks,8,8,0,General Knowledge,2020
1790,Surprised by Joy,699,Tania Perez,6,5,1,General Knowledge,1997
1791,"Python Crash Course: A Hands-On, Project-Based Introduction to Programming",700,Maeve McCarthy,25,24,1,General Knowledge,1994
1792,Introduction to Computation and Programming Using Python: With Application to Understanding Data,701,Ingrid Crawford,18,18,0,General Knowledge,2014
1796,How Think Like an Architect: Menjadi Arsitek,702,Ella Cook,4,4,0,General Knowledge,1985
1797,Teori Arsitektur untuk Mahasiswa,703,Oliver Williams,5,5,0,General Knowledge,1985
1799,Filsafat Arsitektur untuk Mahasiswa,704,Pauline Jenkins,3,3,0,General Knowledge,2004
1801,Wastu Miruda Arsitektur Koprol: Sebuah Kritik Arsitektur,705,Nadia Lin,2,2,0,General Knowledge,1994
1804,Spirit_45: Cultural Hypnosis and an Unfinieshed Manifesto,706,Ingrid Simmons,2,2,0,General Knowledge,2002
1809,Industry 4.0 and the New New Things = Industri 4.0 dan Sesuatu yang Sangat Sangat Baru,707,Xander Taylor,2,2,0,General Knowledge,1988
1811,Perancangan Struktur Beton Bertulang (Berdasarkan SNI 2847:2013),708,Ralph Shah,2,2,0,General Knowledge,2018
1812,"Ilmu Bumi, Jilid 1 = Earth Science",709,Raj Fisher,8,8,0,General Knowledge,2012
1813,Analisis Struktur,710,Quentin Adams,6,6,0,General Knowledge,1995
1814,"Gambar Teknik, Jilid 2 = Technical Drawing",711,Noah Young,3,3,0,General Knowledge,2014
1816,Panduan Sistem Bangunan Tinggi: Untuk Arsitek dan Praktisi Bangunan,712,Yasmin Adams,4,3,1,General Knowledge,2021
1817,"Dasar-Dasar Rekayasa Transportasi, Jilid 1 = Transportation Engineering: An Introduction",713,Priya Perez,3,3,0,General Knowledge,2013
1818,"Dasar-Dasar Rekayasa Transportasi, Jilid 2 = Transportation Engineering: An Introduction",714,Gregory Phillips,2,2,0,General Knowledge,1980
1819,Logistik Maritim: Panduan Terkini Manajemen Shipping dan Pelabuhan = Maritime Logistic: A Guide to Contemporary Shipping and Port Management,715,Sophia Thompson,2,2,0,General Knowledge,2023
1820,Physics: For Scientist and Engineers with Modern Physics,716,Jamal Williams,2,2,0,General Knowledge,1992
1822,"Hobbit, The: The Worldwide",717,Ximena Wood,6,5,1,General Knowledge,1982
1823,"Fellowship of the Ring, The: The Lord of the Rings, Part 1",718,Derek Mitchell,7,6,1,General Knowledge,2003
1824,"Two Towers, The: The Lord of the Rings, Part 2",719,Wendy Hayes,1,1,0,General Knowledge,1996
1825,"Desain Beton Bertulang, Jilid 1 = Design of Reinforced Concrete",720,Nadia Newton,1,1,0,Technology,1983
1826,"Return of the King, The: The Lord of the Rings, Part 3",721,Anya Owens,1,1,0,General Knowledge,2020
1827,Don Jads de Buk Bai its Kafer = Tak Kenal Maka Tak Sayang,722,Tobias Jenkins,2,2,0,Technology,1990
1829,Apa itu Kekristenan?,723,Kara Patel,3,3,0,General Knowledge,1987
1830,Apakah Pekerjaan Anda Bagian dari Pekerjaan Allah?: Menghubungkan Pekerjaan Anda dengan Rencana Allah Bagi Dunia = Every Good Endeavor,724,Victor Wright,7,7,0,General Knowledge,2006
1835,Belajar English Tenses Nggak Pake Ribet,725,Quentin Torres,5,5,0,General Knowledge,2003
1840,Menggambar Mesin Menurut Standar ISO,726,Zachary Patel,12,12,0,General Knowledge,2002
1841,Mere Christianity,727,Alice Morgan,6,6,0,General Knowledge,1986
1842,Fisiologi Manusia dan Metabolism Zat Gizi,728,Tarek Clark,1,1,0,General Knowledge,2017
1844,Utak-Atik Tata Kelola Kota,729,Landon Agyeman,2,2,0,General Knowledge,1994
1851,"Ilmu Kimia dan Kegunaan: Tumbuh-Tumbuhan Obat Indonesia, Jilid 1",730,Violet Green,3,3,0,General Knowledge,2006
1852,"Ilmu Kimia dan Kegunaan: Tumbuh-Tumbuhan Obat Indonesia, Jilid 2",731,Lamar Thompson,3,3,0,General Knowledge,2006
1853,Pencemaran Tanah dan Air Tanah,732,Anya McCarthy,1,1,0,Technology,1983
1854,Pengantar Nanosains,733,Anya Rogers,1,1,0,Technology,1997
1858,Slimline Solusi Pengaturan Diet Mandiri Beserta Tutorialnya,734,Claire Taylor,1,1,0,General Knowledge,2011
1861,Seismik Vukanologi,735,Priya Foster,1,1,0,General Knowledge,1998
1863,Mikrokontroler: Konsep Dasar dan Praktis,736,Pauline Flores,5,5,0,General Knowledge,2001
1866,Teknologi Tenaga Surya: Pemanfaatan dalam Bentuk Energi Panas,737,Jamal Rogers,1,1,0,General Knowledge,2015
1870,Interaksi Obat,738,Helena White,1,1,0,General Knowledge,1980
1875,Sistem Transportasi Elektrik,739,Isaac Phillips,1,1,0,General Knowledge,2015
1878,Perencanaan Dasar Struktur Beton Bertulang,740,Anya Patel,3,2,1,General Knowledge,1988
1879,Teknopolis: Perspektif Perencana Kota,741,Ximena Murphy,1,1,0,General Knowledge,2010
1882,Kalkulus Peubah Banyak dan Penggunaannya,742,Kara Patel,1,1,0,General Knowledge,1989
1886,Dasar-dasar Survei untuk Perencanaan Wilayah & Kota,743,Yana Owens,1,1,0,General Knowledge,2010
1887,Identifikasi Obat,744,Kara Zhang,1,1,0,General Knowledge,1986
1889,Elektronika Daya,745,Ivy Agyeman,1,1,0,General Knowledge,2017
1892,Dinamika Tanah dan Fondasi Mesin,746,Aaliyah Sanders,1,1,0,General Knowledge,2005
1900,Voices From the Past = Renungan Harian dari Tulisan Kaum Puritan,747,Pauline Price,6,6,0,General Knowledge,2014
1901,"Ketika Manusia Dianggap Besar dan Allah Dianggap Kecil: Mengatasi Tekanan Kelompok, Saling Ketergantungan, dan Takut akan Manusia",748,Noah Adams,9,8,1,General Knowledge,1995
1905,Teknologi Pengolahan dan Pemanfaatan Produk Ekstraktif Rempah,749,Raj Carter,1,1,0,General Knowledge,1987
1907,Kimia Teknik,750,Samir Nakashima,2,2,0,General Knowledge,1982
1911,Monitoring dan Evaluasi,751,Samir Bennett,1,1,0,General Knowledge,2006
1913,Fisika Komputasi,752,Francisca Walker,1,1,0,General Knowledge,1983
1916,"Pencegahan, Pengendalian, dan Pemanfaatan Limbah Organik",753,Violet Rossetti,2,2,0,General Knowledge,2018
1917,Analisis Sensori untuk Industri Pangan dan Agro,754,Eliana Reed,1,1,0,General Knowledge,1980
1918,Teknologi Proses Pengolahan Air untuk Mahasiswa dan Praktisi Industri,755,Aaliyah James,2,2,0,Technology,2003
1924,Bioteknologi dalam Pemulihan Tanaman,756,Aaliyah Hill,2,2,0,General Knowledge,2001
1929,Penuntun Praktikum Teknologi Industri Tumbuhan Laut,757,Tarek McCarthy,1,1,0,General Knowledge,1982
1931,Produksi Bersih,758,Kiera Carter,1,1,0,General Knowledge,2000
1932,Mengenal Produk Pangan dari Minyak Sawit,759,Cynthia Crawford,1,1,0,General Knowledge,2009
1933,Cara Mudah Memahami dan Menguasai Kultur Jaringan Skala Rumah Tangga,760,Bryce Jordan,2,2,0,Technology,1994
1935,Kecantikan Sejati = True Beauty,761,Xander Thompson,2,2,0,General Knowledge,1999
1937,"Kristen Sejati, Vol. I: Pengakuan Iman Rasuli",762,Harriet Williams,1,1,0,General Knowledge,1983
1943,Mendekat Kepada Allah = Near Unto God,763,Valerie Rossetti,1,1,0,General Knowledge,2001
1945,Pedoman Penulisan Karya Ilmiah,764,Maeve Coleman,2,2,0,General Knowledge,2019
1946,Pengantar Metodologi Penelitian,765,Benjamin Murphy,2,2,0,General Knowledge,1993
1955,Apa yang Terjadi Sesudah Kematian? = What Happens After Death?,766,Kara Lopez,1,1,0,General Knowledge,2018
